SessionID,Timestamp,UserID,Phase,TrialID,StudyStepIndex,SceneName,Staircase,Answer
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,0,9,indoor_syns_scene01,"StartLow",9
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,1,11,indoor_syns_scene02,"StartLow",9
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,2,13,indoor_syns_scene03,"StartLow",4
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,3,15,indoor_syns_scene04,"StartLow",4
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,4,17,indoor_syns_scene05,"StartLow",4
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,5,19,indoor_syns_scene06,"StartLow",2
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,6,18,indoor_syns_scene07,"StartLow",2
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,7,16,indoor_syns_scene08,"StartLow",5
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,8,14,indoor_syns_scene09,"StartLow",6
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,9,12,outdoor_syns_scene01,"StartLow",7
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,10,10,outdoor_syns_scene02,"StartLow",2
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,11,8,outdoor_syns_scene03,"StartLow",12
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,12,6,outdoor_syns_scene04,"StartLow",3
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,13,4,outdoor_syns_scene05,"StartLow",5
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,14,2,outdoor_syns_scene06,"StartLow",5
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,15,1,outdoor_syns_scene07,"StartLow",10
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,16,3,outdoor_syns_scene08,"StartLow",5
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,17,5,outdoor_syns_scene09,"StartLow",7
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,18,7,outdoor_syns_scene10,"StartLow",12
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,0,5,indoor_syns_scene01,"StartHigh",33
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,1,7,indoor_syns_scene02,"StartHigh",19
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,2,9,indoor_syns_scene03,"StartHigh",29
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,3,11,indoor_syns_scene04,"StartHigh",26
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,4,13,indoor_syns_scene05,"StartHigh",24
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,5,15,indoor_syns_scene06,"StartHigh",20
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,6,17,indoor_syns_scene07,"StartHigh",20
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,7,19,indoor_syns_scene08,"StartHigh",22
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,8,18,indoor_syns_scene09,"StartHigh",24
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,9,16,outdoor_syns_scene01,"StartHigh",24
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,10,14,outdoor_syns_scene02,"StartHigh",32
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,11,12,outdoor_syns_scene03,"StartHigh",29
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,12,10,outdoor_syns_scene04,"StartHigh",32
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,13,8,outdoor_syns_scene05,"StartHigh",27
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,14,6,outdoor_syns_scene06,"StartHigh",25
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,15,4,outdoor_syns_scene07,"StartHigh",32
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,16,2,outdoor_syns_scene08,"StartHigh",24
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,17,1,outdoor_syns_scene09,"StartHigh",25
5-session-2022-05-18-09-22-49.csv,2022-05-18-10-00-52,5,Testing,18,3,outdoor_syns_scene10,"StartHigh",27
